iter	Passed	Remaining
365	6920	11987
366	7023	12114
367	7071	12145
368	7116	12169
369	7158	12188
370	7193	12195
371	7212	12175
372	7251	12189
373	7293	12207
374	7325	12209
375	7340	12182
376	7359	12161
377	7375	12136
378	7386	12102
379	7401	12075
380	7418	12053
381	7445	12046
382	7471	12036
383	7491	12018
384	7511	11998
385	7526	11972
386	7553	11963
387	7564	11931
388	7583	11911
389	7601	11888
390	7616	11863
391	7631	11836
392	7647	11811
393	7682	11815
394	7698	11791
395	7710	11759
396	7738	11753
397	7754	11729
398	7770	11704
399	7784	11676
400	7804	11658
401	7846	11672
402	7877	11669
403	7899	11654
404	7924	11641
405	7943	11622
406	7970	11612
407	7989	11592
408	8011	11576
409	8040	11570
410	8070	11565
411	8096	11554
412	8113	11531
413	8131	11509
414	8141	11475
415	8147	11437
416	8151	11396
417	8183	11394
418	8203	11375
419	8224	11357
420	8250	11346
421	8265	11321
422	8284	11300
423	8292	11265
424	8303	11234
425	8316	11205
426	8332	11182
427	8359	11171
428	8381	11155
429	8397	11131
430	8427	11125
431	8446	11105
432	8468	11088
433	8489	11071
434	8513	11057
435	8536	11042
436	8554	11020
437	8588	11019
438	8618	11013
439	8643	11000
440	8663	10982
441	8691	10972
442	8721	10965
443	8739	10944
444	8757	10922
445	8778	10904
446	8801	10888
447	8833	10884
448	8861	10874
449	8886	10861
450	8899	10833
451	8910	10803
452	8921	10772
453	8931	10741
454	8937	10705
455	8944	10670
456	8954	10639
457	8970	10615
458	8988	10594
459	9014	10582
460	9026	10553
461	9043	10531
462	9060	10509
463	9082	10491
464	9096	10465
465	9123	10454
466	9143	10435
467	9154	10406
468	9178	10392
469	9190	10363
470	9224	10360
471	9230	10325
472	9245	10300
473	9301	10321
474	9327	10309
475	9347	10290
476	9370	10274
477	9389	10253
478	9407	10232
479	9423	10208
480	9446	10193
481	9465	10172
482	9473	10140
483	9479	10106
484	9490	10077
485	9498	10045
486	9505	10012
487	9509	9977
488	9532	9961
489	9543	9933
490	9560	9910
491	9573	9884
492	9586	9858
493	9594	9827
494	9605	9799
495	9614	9769
496	9628	9744
497	9636	9714
498	9646	9684
499	9652	9652
500	9666	9627
501	9685	9608
502	9706	9590
503	9743	9589
504	9760	9567
505	9798	9566
506	9816	9545
507	9829	9519
508	9841	9493
509	9852	9465
510	9863	9438
511	9869	9406
512	9880	9379
513	9887	9348
514	9901	9324
515	9915	9300
516	9943	9289
517	9959	9267
518	9973	9242
519	9997	9228
520	10015	9207
521	10048	9201
522	10072	9187
523	10090	9165
524	10099	9137
525	10121	9121
526	10139	9100
527	10157	9080
528	10171	9055
529	10192	9038
530	10211	9019
531	10225	8994
532	10242	8974
533	10259	8953
534	10264	8921
535	10282	8901
536	10298	8879
537	10306	8850
538	10313	8820
539	10326	8796
540	10343	8775
541	10356	8751
542	10378	8735
543	10394	8712
544	10409	8690
545	10415	8660
546	10427	8635
547	10442	8612
548	10468	8600
549	10482	8576
550	10500	8556
551	10516	8534
552	10534	8515
553	10551	8494
554	10569	8474
555	10595	8461
556	10615	8442
557	10629	8419
558	10651	8402
559	10660	8376
560	10671	8350
561	10681	8324
562	10697	8303
563	10709	8279
564	10726	8258
565	10746	8240
566	10762	8218
567	10778	8197
568	10793	8175
569	10816	8159
570	10831	8137
571	10842	8112
572	10848	8084
573	10858	8058
574	10876	8039
575	10895	8020
576	10905	7994
577	10916	7970
578	10925	7944
579	10935	7918
580	10948	7895
581	10958	7870
582	10969	7846
583	10988	7827
584	11001	7804
585	11011	7779
586	11589	10921587	11590	10938588	11591	10958589	11079	7699
590	11095	7678
591	11111	7657
592	11595	11024593	11596	11043594	11161	7597
595	11190	7585
596	11216	7571
597	11232	7551
598	11245	7528
599	11250	7500
600	11257	7474
601	11278	7456
602	11295	7436
603	11306	7412
604	11315	7387
605	11324	7362
606	11340	7342
607	11352	7319
608	11369	7299
609	11386	7280
610	11403	7260
611	11418	7239
612	11437	7220
613	11453	7200
614	11480	7186
615	11500	7169
616	11521	7152
617	11536	7131
618	11559	7114
619	11570	7091
620	11586	7071
621	11603	7051
622	11614	7028
623	11619	7001
624	11624	6974
625	11629	6948
626	11641	6925
627	11651	6901
628	11662	6879
629	11675	6856
630	11690	6836
631	11707	6816
632	11720	6795
633	11732	6773
634	11749	6753
635	11767	6735
636	11786	6716
637	11808	6700
638	11831	6684
639	11844	6662
640	11852	6638
641	11862	6614
642	11872	6591
643	11885	6570
644	11901	6550
645	11914	6529
646	11947	6518
647	11967	6500
648	11987	6483
649	11997	6460
650	12010	6438
651	12022	6416
652	12027	6391
653	12039	6369
654	12047	6345
655	12062	6325
656	12078	6305
657	12087	6282
658	12101	6261
659	12113	6240
660	12123	6217
661	12136	6196
662	12150	6175
663	12168	6157
664	12189	6140
665	12208	6122
666	12255	6118
667	12268	6097
668	12279	6075
669	12291	6054
670	12308	6034
671	12328	6017
672	12342	5996
673	12357	5977
674	12378	5960
675	12390	5938
676	12401	5916
677	12413	5895
678	12428	5875
679	12432	5850
680	12436	5825
681	12444	5802
682	12448	5777
683	12460	5756
684	12478	5738
685	12499	5721
686	12513	5701
687	12528	5681
688	12538	5659
689	12551	5639
690	12556	5615
691	12560	5590
692	12566	5567
693	12571	5542
694	12577	5519
695	12581	5495
696	12585	5471
697	12593	5448
698	12597	5424
699	12602	5400
700	12607	5377
701	12630	5361
702	12643	5341
703	12656	5321
704	12667	5300
705	12677	5279
706	12684	5256
707	12704	5239
708	12713	5218
709	12729	5199
710	12738	5177
711	12744	5154
712	12754	5134
713	12760	5111
714	12773	5091
715	12785	5071
716	12790	5048
717	12796	5025
718	12800	5002
719	12815	4983
720	12831	4965
721	12848	4947
722	12863	4928
723	12877	4909
724	12891	4889
725	12905	4870
726	12919	4851
727	12929	4830
728	12943	4811
729	12953	4791
730	12966	4771
731	12975	4750
732	12983	4729
733	12994	4709
734	13015	4692
735	13024	4671
736	13041	4653
737	13054	4634
738	13071	4616
739	13079	4595
740	13089	4575
741	13097	4554
742	13105	4532
743	13114	4512
744	13122	4491
745	13134	4471
746	13155	4455
747	13167	4436
748	13185	4418
749	13203	4401
750	13211	4380
751	13217	4358
752	13225	4338
753	13230	4316
754	13253	4300
755	13268	4282
756	13296	4268
757	13300	4246
758	13307	4225
759	13326	4208
760	13334	4187
761	13345	4168
762	13361	4150
763	13368	4129
764	13382	4111
765	13389	4090
766	13397	4069
767	13402	4048
768	13409	4027
769	13413	4006
770	13418	3985
771	13422	3964
772	13427	3943
773	13432	3922
774	13437	3901
775	13453	3883
776	13458	3862
777	13469	3843
778	13480	3824
779	13494	3806
780	13510	3788
781	13524	3770
782	13534	3750
783	13541	3730
784	13546	3710
785	13554	3690
786	13559	3669
787	13574	3652
788	13595	3635
789	13611	3618
790	13625	3600
791	13635	3581
792	13649	3562
793	13664	3545
794	13676	3526
795	13682	3506
796	13691	3487
797	13800	13577798	13801	13595	3356
802	13616	3340
803	13630	3322
804	13639	3303
805	13647	3284
806	13660	3266
807	13676	3249
808	13691	3232
809	13707	3215
810	13713808	13856	3271
809	13872	3254
810	13893	3237
811	13907	3219
812	13918	3201
813	13943	3186
814	13963	3169
815	13983	3153
816	14005	3137
817	14020	3119
818	14028	3100
819	14040	3082
820	14065	3066
821	14080	3049
822	14102	3032
823	14115	3015
824	14127	2996
825	14145	2979
826	14166	2963
827	14176	2944
828	14201	2929
829	14222	2912
830	14229	2893
831	14252	2877
832	14272	2861
833	14284	2843
834	14292	2824
835	14296	2804
836	14302	2785
837	14336	2771
838	14351	2753
839	14359	2735
840	14378	2718
841	14392	2700
842	14404	2682
843	14410	2663
844	14417	2644
845	14428	2626
846	14437	2608
847	14447	2589
848	14456	2571
849	14461	2552
850	14468	2533
851	14484	2516
852	14490	2497
853	14499	2478
854	14509	2460
855	14524	2443
856	14539	2426
857	14551	2408
858	14557	2389
859	14565	2371
860	14579	2353
861	14596	2336
862	14603	2318
863	14621	2301
864	14636	2284
865	14654	2267
866	14673	2251
867	14693	2234
868	14705	2216
869	14719	2199
870	14730	2181
871	14754	2165
872	14775	2149
873	14794	2132
874	14810	2115
875	14833	2099
876	14855	2083
877	14876	2067
878	14903	2051
879	14914	2033
880	14937	2017
881	14942	1999
882	14952	1981
883	14971	1964
884	14985	1947
885	14995	1929
886	15008	1912
887	15026	1895
888	15033	1877
889	15038	1858
890	15051	1841
891	15055	1822
892	15062	1804
893	15066	1786
894	15073	1768
895	15081	1750
896	15100	1733
897	15118	1717
898	15130	1699
899	15144	1682
900	15155	1665
901	15160	1647
902	15164	1628
903	15169	1610
904	15176	1593
905	15183	1575
906	15187	1557
907	15192	1539
908	15210	1522
909	15224	1505
910	15238	1488
911	15250	1471
912	15257	1453
913	15266	1436
914	15277	1419
915	15297	1402
916	15306	1385
917	15313	1367
918	15320	1350
919	15324	1332
920	15344	1316
921	15353	1298
922	15371	1282
923	15376	1264
924	15388	1247
925	15395	1230
926	15400	1212
927	15404	1195
928	15408	1177
929	15419	1160
930	15431	1143
931	15439	1126
932	15450	1109
933	15468	1093
934	15484	1076
935	15495	1059
936	15512	1042
937	15525	1026
938	15534	1009
939	15547	992
940	15560	975
941	15571	958
942	15585	942
943	15590	924
944	15597	907
945	15607	890
946	15617	874
947	15635	857
948	15652	841
949	15663	824
950	15675	807
951	15682	790
952	15690	773
953	15698	756
954	15706	740
955	15717	723
956	15725	706
957	15735	689
958	15743	673
959	15755	656
960	15763	639
961	15773	623
962	15784	606
963	15799	590
964	15810	573
965	15821	556
966	15827	540
967	15831	523
968	15846	506
969	15861	490
970	15872	474
971	15885	457
972	15897	441
973	15917	424
974	15924	408
975	15952	392
976	15974	376
977	15996	359
978	16021	343
979	16042	327
980	16052	310
981	16064	294
982	16080	278
983	16102	261
984	16128	245
985	16143	229
986	16171	212
987	16204	196
988	16222	180
989	16230	163
990	16250	147
991	16269	131
992	16292	114
993	16316	98
994	16347	82
995	16364	65
996	16371	49
997	16379	32
998	16387	16
999	16396	0
